protein_id,phi_mean,phi_std,psi_mean,psi_std,rsa_mean,rsa_std,contact_number_mean,contact_number_std,long_range_contacts_mean,betweenness_centrality_mean,core_mean,plddt_mean_mean,plddt_mean_std,disorder_proxy_mean,is_helix_mean,is_sheet_mean,is_coil_mean,label,long_range_norm,charged_fraction,polar_fraction,hydrophobic_fraction,contact_order,graph_density,total_sasa,length,contact_density,mean_entropy,variance_entropy,std_entropy,skew_entropy,pct_conserved,pct_variable,cysteine_count,cysteine_fraction,has_4plus_cys,is_short
seq_353,-32.80326,94.31696,68.74674,70.398735,0.6711762,0.27198207,6.625,3.2381623,1.2391304,0.105237015,0.1032608695652173,66.34807,21.824121,0.5978260869565217,0.2445652173913043,0.1576086956521739,0.5978260869565217,1,68.83018,0.1766304347826087,0.4673913043478261,0.2907608695652174,14.9738035,0.0158291457286432,4014.0,368.0,35.265568,0.1335947726923519,0.0010070690012279,0.0317343504932421,-0.2712293797852431,0.0256410256410256,0.1794871794871795,8,0.021739130434782608,1,1
seq_433,-65.55937,55.644367,11.485624,73.480354,0.4409708,0.30887362,8.3125,2.5555158,1.3125,0.030789744,0.33125,88.71237,15.56056,0.14375,0.55,0.025,0.425,1,25.263155,0.28125,0.23125,0.43125,12.483107,0.0590452261306532,1924.5,160.0,19.75863,0.0,0.0,0.0,0.0,0.0,0.0,1,0.00625,0,1
seq_552,-76.28632,65.60489,63.96923,90.2789,0.54708195,0.2823305,8.136752,2.3921783,1.965812,0.044397034,0.188034188034188,81.075294,17.680992,0.282051282051282,0.2136752136752136,0.2905982905982906,0.4957264957264957,1,28.266804,0.2136752136752136,0.3076923076923077,0.3846153846153846,14.240209,0.0679899497487437,2610.0,117.0,25.30502,0.0217009958865545,1.6932001875501985e-05,0.0041148513795156,1.7646578893147673,0.0025252525252525,0.4747474747474747,11,0.09401709401709402,1,1
seq_356,-67.87073,49.44479,22.681837,77.68909,0.42239383,0.32342756,8.841881,3.3803499,1.948718,0.024095513,0.3717948717948718,78.36536,22.716492,0.2606837606837607,0.5042735042735043,0.1111111111111111,0.3846153846153846,1,103.14546,0.1901709401709401,0.3034188034188034,0.4337606837606838,13.186923,0.0189447236180904,5397.0,468.0,28.785664,0.0381713020640096,0.0001010241118071,0.0100510751567739,2.478634876591636,0.0252525252525252,0.404040404040404,8,0.017094017094017096,1,0
seq_511,-67.7885,74.30863,92.62655,69.18284,0.5087929,0.31720626,8.353982,3.4040952,2.6902654,0.03277867,0.247787610619469,69.92717,14.958406,0.3982300884955752,0.079646017699115,0.3805309734513274,0.5398230088495575,1,36.389828,0.2123893805309734,0.3185840707964602,0.415929203539823,10.96247,0.0637688442211055,2587.5,113.0,17.741102,0.0,0.0,0.0,0.0,0.0,0.0,8,0.07079646017699115,1,1
seq_346,-75.37092,65.95746,60.294327,79.90306,0.5223732,0.29354206,8.212766,2.5768433,1.8581561,0.031896673,0.2127659574468085,69.94092,15.7635355,0.425531914893617,0.2836879432624113,0.3546099290780142,0.3617021276595745,1,31.901552,0.2765957446808511,0.2198581560283688,0.4397163120567376,11.199186,0.0545226130653266,1663.5,141.0,19.420044,0.0,0.0,0.0,0.0,0.0,0.0,2,0.014184397163120567,0,1
seq_421,-68.08523,52.463264,26.77572,83.85843,0.34779593,0.3158304,9.908319,3.3622174,3.0526316,0.013988566,0.4889643463497453,85.587654,16.708189,0.1052631578947368,0.4804753820033955,0.1595925297113752,0.3599320882852292,1,181.46365,0.2529711375212224,0.2037351443123939,0.4278438030560271,13.524141,0.0164824120603015,6504.0,589.0,28.71433,0.3354249774134219,0.0051811103655229,0.0719799302967357,1.2841867721195794,0.1111111111111111,0.5555555555555556,3,0.0050933786078098476,0,0
seq_516,-70.210526,72.667854,91.01755,59.96688,0.538818,0.2881073,7.7017546,2.8125188,2.9649122,0.039078616,0.1929824561403508,37.08228,7.710679,1.0,0.0,0.1842105263157894,0.8157894736842105,1,43.886097,0.2105263157894736,0.2368421052631578,0.4561403508771929,5.4271836,0.0563316582914572,2694.0,114.0,14.677754,0.0626509441655423,0.0003079872605739,0.0175495658229471,3.138159145166728,0.0188679245283018,0.7830188679245284,5,0.043859649122807015,1,1
seq_431,-75.66393,65.728165,67.909836,89.6069,0.4241409,0.30760688,9.131147,3.5019495,2.8852458,0.027628371,0.3770491803278688,86.50369,18.07725,0.1967213114754098,0.1885245901639344,0.2786885245901639,0.5327868852459017,1,38.54937,0.2377049180327868,0.360655737704918,0.319672131147541,9.32182,0.0711557788944723,1422.0,122.0,15.799039,0.0,0.0,0.0,0.0,0.0,0.0,7,0.05737704918032787,1,1
seq_106,-80.686935,57.865013,81.54824,78.87645,0.33484668,0.31682542,9.778894,3.2951162,4.125628,0.013627855,0.4899497487437186,87.83362,19.710571,0.1381909547738693,0.092964824120603,0.4748743718592965,0.4321608040201005,1,167.91263,0.1633165829145728,0.3793969849246231,0.3768844221105528,10.727973,0.0264824120603015,4527.0,398.0,22.04753,0.0,0.0,0.0,0.0,0.0,0.0,4,0.010050251256281407,1,1
seq_229,-68.85,73.41482,41.066345,80.194176,0.56164384,0.28461844,8.307693,2.8797145,1.75,0.056559257,0.2019230769230769,76.82769,17.546478,0.4038461538461538,0.3269230769230769,0.1538461538461538,0.5192307692307693,1,21.907404,0.2019230769230769,0.3461538461538461,0.3557692307692308,13.859345,0.0773366834170854,1162.5,104.0,27.911175,0.0,0.0,0.0,0.0,0.0,0.0,8,0.07692307692307693,1,1
seq_397,-71.99864,53.44863,40.654068,89.46286,0.2789586,0.27791724,10.101695,2.9843674,3.2711864,0.009730166,0.5559322033898305,92.08281,9.880042,0.0525423728813559,0.3542372881355932,0.2423728813559322,0.4033898305084746,1,191.05702,0.2440677966101695,0.2372881355932203,0.4389830508474576,9.30521,0.0164321608040201,6852.0,590.0,24.706764,0.0,0.0,0.0,0.0,0.0,0.0,12,0.020338983050847456,1,0
seq_358,-61.682175,61.53013,24.805218,86.845,0.40752444,0.32208648,8.852174,3.1212568,2.0347826,0.02577052,0.4043478260869565,91.847565,15.132604,0.1434782608695652,0.4608695652173913,0.1217391304347826,0.417391304347826,1,52.868362,0.2304347826086956,0.2478260869565217,0.4304347826086956,17.153698,0.0439195979899497,2631.0,230.0,23.340578,0.0686094600574052,0.000211001034219,0.014525874645578,1.5643574716555548,0.0105263157894736,0.2526315789473684,0,0.0,0,1
seq_302,-72.84619,53.44553,26.664665,84.72254,0.26827368,0.26660764,10.235566,2.9273503,3.187067,0.010836935,0.5635103926096998,95.5349,6.3712645,0.0115473441108545,0.4272517321016166,0.1431870669745958,0.4295612009237875,1,134.82399,0.23094688221709,0.2494226327944572,0.4272517321016166,7.4782367,0.0238693467336683,4989.0,433.0,21.318335,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0023094688221709007,0,0
seq_296,-90.72987,63.057964,91.73651,78.00545,0.3396549,0.30173618,9.809129,3.1099436,4.381743,0.016756512,0.4647302904564315,93.75851,13.214382,0.0788381742738589,0.0663900414937759,0.5062240663900415,0.4273858921161825,1,107.65481,0.1286307053941908,0.3858921161825726,0.3983402489626556,8.534163,0.0484422110552763,2698.5,241.0,17.404778,0.0,0.0,0.0,0.0,0.0,0.0,2,0.008298755186721992,0,1
seq_093,-70.15168,52.04849,33.577065,81.908516,0.34091344,0.31379104,9.639144,3.2660265,2.8256881,0.014925395,0.4831804281345566,89.026054,18.269407,0.146788990825688,0.400611620795107,0.1314984709480122,0.4678899082568807,1,95.85912,0.2446483180428134,0.2660550458715596,0.3975535168195718,11.487905,0.0305527638190954,3844.5,327.0,21.064981,8.720431688231059e-11,0.0,0.0,0.0,1.0,0.0,4,0.012232415902140673,1,1
seq_372,-27.832552,99.38195,77.97744,56.2908,0.80620366,0.20725821,4.8851066,1.6851261,0.04255319,0.14552811,0.0404255319148936,56.154255,16.438017,0.8319148936170213,0.1638297872340425,0.0,0.8361702127659575,1,4.0940757,0.2723404255319149,0.3212765957446808,0.3425531914893617,18.870106,0.01,5601.0,470.0,45.624405,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
seq_186,-70.915215,62.73048,50.682125,88.15977,0.28783056,0.29727754,10.835749,3.6641152,4.3816423,0.011391536,0.5555555555555556,90.36162,16.953499,0.0990338164251207,0.2705314009661835,0.251207729468599,0.4782608695652174,1,167.40881,0.1594202898550724,0.3188405797101449,0.4130434782608695,11.584141,0.025929648241206,4516.5,414.0,21.89067,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0024154589371980675,0,0
seq_494,-43.063583,93.04503,50.141045,90.22092,0.659473,0.32431608,6.6705203,3.2638075,0.85549134,0.081624895,0.1618497109826589,64.41988,17.24492,0.5780346820809249,0.3468208092485549,0.0,0.653179190751445,1,22.187172,0.0867052023121387,0.3352601156069364,0.4682080924855491,12.497786,0.0397989949748743,3468.0,173.0,23.19338,0.0,0.0,0.0,0.0,0.0,0.0,11,0.06358381502890173,1,1
seq_449,-73.87889,46.39198,41.296833,80.19877,0.2943541,0.2853876,9.147758,2.4702861,2.7229552,0.008187376,0.5567282321899736,82.567055,17.251095,0.183377308707124,0.3891820580474934,0.1635883905013192,0.4472295514511873,1,225.62904,0.2902374670184696,0.2203166226912928,0.4511873350923482,9.385477,0.012110552763819,9342.0,758.0,26.081099,0.3987610504560169,0.002622806612496,0.0512133440862442,1.347204004270216,0.2,0.8,7,0.009234828496042216,1,0
seq_145,-57.627617,71.8739,71.61425,72.44332,0.4879816,0.31491005,8.069767,2.9821262,2.2965117,0.024934093,0.2848837209302325,77.18657,19.239275,0.311046511627907,0.1831395348837209,0.1860465116279069,0.6308139534883721,1,97.89625,0.1162790697674418,0.4476744186046512,0.3691860465116279,14.78939,0.0275879396984924,3705.0,344.0,30.1688,0.2839351796924598,0.0003745964686525,0.0193544947919751,0.9635398009487812,0.0,0.7692307692307693,16,0.046511627906976744,1,1
seq_531,-73.921295,66.372925,95.87778,69.22055,0.5212705,0.3133547,8.111111,3.4568996,2.5555556,0.03884774,0.2314814814814814,74.014534,20.122599,0.3518518518518518,0.0,0.3981481481481481,0.6018518518518519,1,34.027393,0.1759259259259259,0.3425925925925926,0.3888888888888889,11.711584,0.0655276381909547,2457.0,108.0,18.6887,0.0,0.0,0.0,0.0,0.0,0.0,5,0.046296296296296294,1,1
seq_325,-79.84132,62.172737,68.9012,90.83688,0.39252275,0.33080363,9.592814,3.8887477,3.748503,0.026030306,0.3892215568862275,87.692696,16.231289,0.1796407185628742,0.1497005988023952,0.3473053892215569,0.5029940119760479,1,65.25717,0.1976047904191616,0.311377245508982,0.4011976047904191,14.113263,0.060502512562814,1861.5,167.0,19.407871,0.0274934623530828,1.984532672695629e-05,0.0044548093928872,3.963978348131208,0.0033557046979865,0.6006711409395973,5,0.029940119760479042,1,1
seq_292,-55.30657,68.21064,49.767677,62.712563,0.7676557,0.19807771,5.7171717,1.9252024,0.060606062,0.1125842,0.0202020202020202,69.35202,13.454348,0.6111111111111112,0.303030303030303,0.0202020202020202,0.6767676767676768,1,2.0989397,0.2929292929292929,0.2626262626262626,0.3535353535353535,11.88744,0.0279899497487437,2290.5,198.0,35.602886,0.0216991565828266,1.7569031263507995e-05,0.0041915428261569,2.3816866699673978,0.0252525252525252,0.0176767676767676,2,0.010101010101010102,0,1
seq_228,-73.935165,66.75365,85.88077,75.11871,0.5370556,0.32600352,8.197803,3.5854826,2.7802198,0.046104264,0.2582417582417582,77.98418,24.74663,0.2802197802197802,0.0714285714285714,0.3846153846153846,0.5439560439560439,1,61.72385,0.1813186813186813,0.3846153846153846,0.3791208791208791,11.270936,0.0470351758793969,1978.5,182.0,20.90384,0.0,0.0,0.0,0.0,0.0,0.0,12,0.06593406593406594,1,1
seq_452,-68.239586,70.41915,56.245834,72.60514,0.49243638,0.2745968,8.875,3.0340176,2.125,0.02867441,0.2291666666666666,46.032185,8.823162,1.0,0.2291666666666666,0.1979166666666666,0.5729166666666666,1,22.985912,0.1979166666666666,0.2604166666666667,0.4270833333333333,6.1024795,0.0986934673366834,1065.0,96.0,13.793769,0.0,0.0,0.0,0.0,0.0,0.0,8,0.08333333333333333,1,1
seq_131,-70.76159,67.36281,73.0391,84.55909,0.38963282,0.3498193,9.820069,4.0887055,4.0415225,0.01966302,0.4532871972318339,85.19433,22.072598,0.2041522491349481,0.0968858131487889,0.28719723183391,0.615916955017301,1,118.94009,0.1903114186851211,0.28719723183391,0.4048442906574394,19.916525,0.0323618090452261,3175.5,289.0,23.819109,0.0,0.0,0.0,0.0,0.0,0.0,6,0.020761245674740483,1,1
seq_071,-73.06737,58.545055,46.071053,90.54941,0.30531824,0.2905776,10.08421,2.9498925,3.2105262,0.015643127,0.5157894736842106,97.832,2.2278552,0.0,0.3789473684210526,0.2210526315789473,0.4,1,60.4906,0.2473684210526315,0.2210526315789473,0.4578947368421052,4.744644,0.0557788944723618,2128.5,190.0,14.843229,0.0,0.0,0.0,0.0,0.0,0.0,1,0.005263157894736842,0,1
seq_519,-63.32479,57.020985,31.028925,82.205246,0.48053265,0.31742668,7.950413,2.482778,1.2396694,0.02629002,0.3140495867768595,47.720497,14.29578,0.9586776859504132,0.512396694214876,0.0,0.4876033057851239,1,18.866941,0.2231404958677686,0.256198347107438,0.4380165289256198,5.8052955,0.0679899497487437,2700.0,121.0,14.623052,0.0665839910877193,0.0003388918279593,0.0184090148557545,-0.2600974311697558,0.0408163265306122,0.2244897959183673,6,0.049586776859504134,1,1
seq_342,-47.304996,77.512985,23.982546,73.25058,0.5077196,0.32468203,7.5523615,2.8399358,1.045859,0.015032166,0.2785763175906913,63.556515,23.871552,0.5085557837097878,0.5119780971937029,0.0047912388774811,0.4832306639288158,1,202.3208,0.2997946611909651,0.2724161533196441,0.3956194387405886,16.013973,0.0047236180904522,17536.5,1461.0,44.33646,0.0,0.0,0.0,0.0,0.0,0.0,14,0.009582477754962354,1,0
seq_416,-35.831966,95.8721,57.48443,62.06427,0.808623,0.15940663,5.2459016,1.731151,0.0,0.1471955,0.0,51.34164,10.329278,0.9016393442622952,0.2540983606557377,0.0,0.7459016393442623,1,0.0,0.0983606557377049,0.4016393442622951,0.4098360655737705,9.633688,0.0435678391959798,1249.5,122.0,29.879183,0.021696469231479,1.7464254403560495e-05,0.004179025532772,1.0695357886012704,0.005050505050505,0.1792929292929292,1,0.00819672131147541,0,1
seq_343,-49.952522,83.4058,62.057785,72.13097,0.5151259,0.3582713,7.749565,3.4630811,2.3669565,0.039148193,0.32,60.58258,27.29375,0.4821739130434783,0.2121739130434782,0.1160869565217391,0.6717391304347826,1,702.49097,0.2534782608695652,0.3134782608695652,0.3752173913043478,21.307571,0.0036683417085427,26848.5,2300.0,49.37415,0.0,0.0,0.0,0.0,0.0,0.0,17,0.007391304347826087,1,0
seq_435,-62.59944,46.307926,12.497766,71.7915,0.4188682,0.31358454,8.346369,2.9760516,1.4413408,0.028291143,0.3463687150837989,82.26341,16.980442,0.2513966480446927,0.5586592178770949,0.0446927374301676,0.3966480446927374,1,30.911642,0.2737430167597765,0.2625698324022346,0.4134078212290503,10.10976,0.0460301507537688,2181.0,179.0,18.491522,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1
seq_559,-70.1181,59.144524,73.568535,80.2976,0.4660849,0.33159423,8.362069,3.2564197,2.7931035,0.031777617,0.3232758620689655,86.77905,17.52547,0.1767241379310344,0.1939655172413793,0.1724137931034483,0.6336206896551724,1,77.492775,0.1077586206896551,0.3836206896551724,0.4353448275862069,10.896162,0.0372361809045226,5008.5,232.0,21.937534,0.0,0.0,0.0,0.0,0.0,0.0,9,0.03879310344827586,1,1
seq_305,-72.607414,54.688965,40.15934,84.44071,0.3047066,0.2959156,9.730769,2.964257,3.1318681,0.012844597,0.5247252747252747,94.16327,11.761864,0.0741758241758241,0.3763736263736263,0.1813186813186813,0.4423076923076923,1,117.15414,0.2307692307692307,0.2554945054945055,0.445054945054945,10.132233,0.028643216080402,4332.0,364.0,21.278732,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1
seq_466,-71.79826,43.149784,14.745086,77.82373,0.36971265,0.2831823,8.786127,2.39938,1.8901734,0.01654612,0.407514450867052,80.39656,18.677067,0.2398843930635838,0.5867052023121387,0.1069364161849711,0.3063583815028902,1,74.43552,0.3034682080924855,0.2080924855491329,0.4335260115606936,9.0785675,0.0267336683417085,4095.0,346.0,22.490105,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1
seq_464,-73.75394,76.59575,67.83371,74.60166,0.52385324,0.30898878,8.764045,4.014243,2.516854,0.035046317,0.2359550561797752,68.25056,13.892923,0.5056179775280899,0.0898876404494382,0.2359550561797752,0.6741573033707865,1,25.558971,0.1685393258426966,0.3595505617977528,0.3932584269662921,7.859133,0.0961306532663316,1039.5,89.0,14.550381,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0898876404494382,1,1
seq_370,-58.383965,55.872494,15.752539,71.04705,0.42052278,0.3380013,8.339683,3.1006713,1.5492064,0.013411897,0.4,73.18392,27.454075,0.346031746031746,0.5523809523809524,0.0031746031746031,0.4444444444444444,1,117.03082,0.2476190476190476,0.2539682539682539,0.4142857142857143,12.128172,0.0151256281407035,7195.5,630.0,26.59192,0.0,0.0,0.0,0.0,0.0,0.0,17,0.026984126984126985,1,0
seq_220,-75.63043,62.802498,73.630005,85.36946,0.32582968,0.29853705,9.947826,3.495083,3.973913,0.016668333,0.508695652173913,94.69239,11.278937,0.0782608695652174,0.1608695652173913,0.3695652173913043,0.4695652173913043,1,91.87936,0.208695652173913,0.2565217391304348,0.4304347826086956,11.022035,0.0469346733668341,2586.0,230.0,18.158672,0.0,0.0,0.0,0.0,0.0,0.0,2,0.008695652173913044,0,1
seq_489,-71.63933,67.87101,74.51349,81.92164,0.51424086,0.31683844,8.314607,3.2354412,1.775281,0.04116328,0.2359550561797752,77.793365,19.02041,0.3595505617977528,0.0786516853932584,0.3820224719101123,0.5393258426966292,1,19.0027,0.247191011235955,0.2921348314606741,0.4382022471910112,9.867153,0.09321608040201,2056.5,89.0,18.065939,0.032593010235034,9.20166232832778e-05,0.0095925295560283,3.38074972344995,0.0083333333333333,0.8833333333333333,3,0.033707865168539325,0,1
seq_482,-63.934456,72.118004,84.75546,79.827354,0.4417217,0.3120984,8.470589,3.3441665,2.067227,0.029974788,0.3277310924369748,86.96999,14.297368,0.1764705882352941,0.134453781512605,0.2689075630252101,0.5966386554621849,1,29.041662,0.2184873949579832,0.2689075630252101,0.4117647058823529,10.019405,0.0731658291457286,2773.5,119.0,16.598078,0.0615380766035233,0.0002012835158992,0.0141874421901654,0.9502542868889514,0.0091743119266055,0.3027522935779816,4,0.03361344537815126,1,1
seq_196,-74.563126,59.73452,62.59437,89.99412,0.41874117,0.2933294,9.1625,2.9308326,3.0375,0.025666747,0.3625,76.595505,10.259584,0.2375,0.24375,0.3625,0.39375,1,53.042286,0.25,0.31875,0.375,11.501868,0.057286432160804,1891.5,160.0,19.891733,0.0807311556531619,0.0006207824725188,0.0249155066679145,2.552391135710548,0.0131578947368421,0.8157894736842105,11,0.06875,1,1
seq_418,-65.555466,74.22285,82.21177,80.224655,0.44942722,0.32359946,8.420168,3.2767694,1.9831933,0.02909221,0.3361344537815126,84.76765,15.406618,0.226890756302521,0.134453781512605,0.3529411764705882,0.5126050420168067,1,28.02794,0.1848739495798319,0.3277310924369748,0.4369747899159664,9.424184,0.0756281407035175,1440.0,119.0,15.793736,0.3580518180297328,0.0039490161730463,0.0628411980554662,1.738372712735052,0.1666666666666666,0.8333333333333334,2,0.01680672268907563,0,1
seq_417,-64.89412,84.84922,85.5547,79.46278,0.43524575,0.30430886,8.729412,2.9548404,2.9176471,0.031512607,0.3529411764705882,83.00594,17.80736,0.2235294117647059,0.1352941176470588,0.3411764705882353,0.5235294117647059,1,56.819397,0.1823529411764705,0.2705882352941176,0.4941176470588235,14.369637,0.0546733668341708,2037.0,170.0,21.314692,0.0585801380650884,0.0003289473392361,0.0181369054481781,0.1406030491516924,0.1565217391304348,0.2434782608695652,3,0.01764705882352941,0,1
seq_455,-60.160004,82.975174,57.55143,71.68621,0.59518796,0.31271946,7.6857142,3.6417181,1.6285714,0.06754963,0.2,56.52957,13.590991,0.7428571428571429,0.2,0.1285714285714285,0.6714285714285714,1,14.832712,0.2142857142857142,0.4285714285714285,0.3,11.511596,0.0901005025125628,817.5,70.0,19.908546,0.0216315820976861,2.823276574442571e-05,0.0053134513966371,-0.1672757709908493,0.2297979797979798,0.0656565656565656,6,0.08571428571428572,1,1
seq_067,-45.89231,93.409256,72.761536,53.70608,0.69442314,0.26124743,6.373626,2.6358569,0.9230769,0.06440301,0.0879120879120879,46.247692,7.579563,1.0,0.0659340659340659,0.0879120879120879,0.8461538461538461,1,13.179309,0.2307692307692307,0.2637362637362637,0.3846153846153846,12.795811,0.0647738693467336,1000.5,91.0,23.623466,0.0,0.0,0.0,0.0,0.0,0.0,6,0.06593406593406594,1,1
seq_546,-68.10147,61.18304,32.264706,76.13415,0.74238455,0.17237447,5.8235292,1.6476232,0.0,0.11701519,0.0,60.444855,9.533906,0.8235294117647058,0.4264705882352941,0.0,0.5735294117647058,1,0.0,0.1911764705882352,0.1323529411764706,0.5882352941176471,8.633079,0.0814572864321608,1582.5,68.0,18.75854,0.1189818261256112,0.000542267249981,0.0232866324310966,0.8494364004951516,0.0217391304347826,0.0434782608695652,0,0.0,0,1
seq_365,-63.0788,64.83662,56.264835,83.0041,0.38060522,0.33752257,9.21197,3.4018314,2.9226933,0.015014187,0.4613466334164589,82.54765,24.698385,0.2169576059850374,0.2743142144638404,0.2094763092269326,0.516209476309227,1,127.22575,0.1072319201995012,0.3591022443890274,0.4364089775561097,9.26686,0.026180904522613,4356.0,401.0,22.284273,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
seq_128,-62.068394,65.730194,44.840805,86.0883,0.29809132,0.31235203,10.212644,3.239821,3.4712644,0.0139832925,0.5574712643678161,92.15291,13.914907,0.0862068965517241,0.3017241379310345,0.1637931034482758,0.5344827586206896,1,118.28474,0.1522988505747126,0.278735632183908,0.4454022988505747,13.78514,0.0323115577889447,3874.5,348.0,20.971134,0.0,0.0,0.0,0.0,0.0,0.0,4,0.011494252873563218,1,1
seq_366,-55.04729,65.588806,28.269188,73.52958,0.4758275,0.3544247,7.735892,3.171946,1.3069978,0.014674547,0.3600451467268623,67.09592,27.383265,0.4525959367945824,0.4762979683972912,0.0,0.5237020316027088,1,149.69183,0.2595936794582393,0.2832957110609481,0.3961625282167043,15.357057,0.0083417085427135,10311.0,886.0,32.033,0.0,0.0,0.0,0.0,0.0,0.0,11,0.012415349887133182,1,0
